email_text,intent,urgency,order_id,product,clean_email_text,char_length,word_count
"Subj: Case 0615 - Onboard vendor: RedPine Electronics, business type contract manufacturer, region Vietnam.",vendor_registration,,,,onboard vendor redpine electronics business type contract manufacturer region vietnam,85,10
"Which rep covers Germany/DE? Company size around 1,200. Not urgent just planning.",sales_reps,low,,,which rep covers germany de company size around 1 200 not urgent just planning,78,14
"Subj: Case 0365 - Software license order 65045: pending fulfillment, ordered 2026-02-25.",order_status,,65045.0,software license,software license order 65045 pending fulfillment ordered 2026 02 25,67,10
"Subj: Case 0670 - Return cables order 66032, reason: intermittent signal.",return_request,,66032.0,cables,return cables order 66032 reason intermittent signal,52,7
"Need a rep in Germany / DACH region. Company is enterprise, global IT rollout coming, pls advise.",sales_reps,medium,,,need a rep in germany dach region company is enterprise global it rollout coming pls advise,91,16
"Software license key invalid, can't activate. this is a problem",complaints,,,software license,software license key invalid can t activate this is a problem,61,11
"Looking to buy 8 monitors, is SKU MO-900 in stock? pls get back.",availability,,,monitor,looking to buy 8 monitors is sku mo 900 in stock pls get back,61,14
"Need help activating software license for order 12100, key invalid. pls fix",technical_support,high,,software license,need help activating software license for order 12100 key invalid pls fix,73,12
Is laptop LP-5000 in stock? want 1,availability,,,laptop,is laptop lp 5000 in stock want 1,33,8
"Subj: Case 0586 - We want to register as a vendor: company name BrightWire Supply, business type distributor, region US.",vendor_registration,,,,we want to register as a vendor company name brightwire supply business type distributor region us,98,16
"Subj: Case 0408 - Tablet price qty 1, not urgent just need for planning.",pricing,low,,tablet,tablet price qty 1 not urgent just need for planning,52,10
Subj: Case 0859 - Order 68007 laptop arrived scratched (complaint) and i want to return it.,multiple_intents,,68007.0,,order 68007 laptop arrived scratched complaint and i want to return it,70,12
Subj: Case 0509 - Need laptop regulatory certs (FCC/CE) doc pls.,product_docs,,,laptop,need laptop regulatory certs fcc ce doc pls,43,8
"The new keyboard rattle is annoying and some keys double-press, bad quality control.",complaints,,,keyboard,the new keyboard rattle is annoying and some keys double press bad quality control,82,14
"Subj: Case 0028 - Printer order 51028 shipped to wrong building (carrier photo not our lobby), help!",delivery_issue,high,51028.0,printer,printer order 51028 shipped to wrong building carrier photo not our lobby help,78,13
Tablet touchscreen unresponsive sometimes. this is unacceptable,complaints,,,tablet,tablet touchscreen unresponsive sometimes this is unacceptable,62,7
"SKU AB-7777 status & price for 7 pcs, urgent",pricing_and_availability,high,,,sku ab 7777 status price for 7 pcs urgent,41,9
"Subj: Case 0413 - Need monitor pricing qty 5, urgent for project kickoff.",pricing,high,,monitor,need monitor pricing qty 5 urgent for project kickoff,53,9
Subj: Case 0803 - Do you have an office in Boston i can visit? just curious.,out_of_scope,,,,do you have an office in boston i can visit just curious,56,12
Refund for order 21212 amount 49.99 — returned because wrong color,refund_request,,21212.0,,refund for order 21212 amount 49 99 returned because wrong color,64,11
"Subj: Case 0669 - Return monitor order 66031, reason: ghosting is noticeable.",return_request,,66031.0,monitor,return monitor order 66031 reason ghosting is noticeable,56,8
"Subj: Case 0218 - Invoice needed for order 63003 asap, payment cant be processed without it.",invoice_request,high,63003.0,,invoice needed for order 63003 asap payment cant be processed without it,72,12
"Subj: Case 0291 - Order 64025: please change the router to the newer model, if possible.",order_modification_request,medium,64025.0,,order 64025 please change the router to the newer model if possible,67,12
Pricing and availability for AB-333? need 3 units asap,pricing_and_availability,high,,,pricing and availability for ab 333 need 3 units asap,53,10
"My keyboard shipment 67676 is delayed and I need it tomorrow, whats the eta?",order_status,,67676.0,keyboard,my keyboard shipment 67676 is delayed and i need it tomorrow whats the eta,74,14
"Subj: Case 0478 - Need pricing + availability for KB-SILENT-3 qty 30, urgent pls.",pricing_and_availability,high,,,need pricing availability for kb silent 3 qty 30 urgent pls,59,11
"Need invoice for 50505 for May 2026, low prio",invoice_request,low,50505.0,,need invoice for 50505 for may 2026 low prio,44,9
"Why is SKU AB-900 out of stock? Need 7 monitors next month, this is blocking our deployment.",pricing_and_availability,medium,,,why is sku ab 900 out of stock need 7 monitors next month this is blocking our deployment,89,18
"Subj: Case 0599 - Start vendor registration: RackMount Pro GmbH, business type manufacturer, region Germany.",vendor_registration,,,,start vendor registration rackmount pro gmbh business type manufacturer region germany,86,11
Laptop won’t boot—just a blinking cursor. It was fine yesterday. Need help asap,technical_support,high,,laptop,laptop won t boot just a blinking cursor it was fine yesterday need help asap,77,15
"Refund pls for 77234, amount $1299, reason: item never delivered",refund_request,,77234.0,,refund pls for 77234 amount 1299 reason item never delivered,60,10
Order mod: please upgrade monitor to better model on order 21212,order_modification_request,medium,21212.0,,order mod please upgrade monitor to better model on order 21212,63,11
"Subj: Case 0036 - Printer order 51036 delivered to wrong zipcode, carrier admitted mistake, need reship.",delivery_issue,high,51036.0,printer,printer order 51036 delivered to wrong zipcode carrier admitted mistake need reship,83,12
"Server rack fans making loud noise, urgent for data center",technical_support,high,,server rack,server rack fans making loud noise urgent for data center,57,10
What's happening with order 12125 server rack? placed yesterday,order_status,,12125.0,server rack,what s happening with order 12125 server rack placed yesterday,62,10
Subj: Case 0824 - Could you share your sustainability policy statement? need for our ESG file.,out_of_scope,,,,could you share your sustainability policy statement need for our esg file,74,12
"TL-404 availability & pricing for 20, medium",pricing_and_availability,medium,,,tl 404 availability pricing for 20 medium,41,7
"Subj: Case 0832 - Why did you change your logo? looks worse now, sorry.",out_of_scope,,,,why did you change your logo looks worse now sorry,50,10
Can I get a refund for order 70708 amount 59.99 — item defective,refund_request,,70708.0,,can i get a refund for order 70708 amount 59 99 item defective,62,13
Subj: Case 0904 - Printer keeps going offline (support) and also AP needs invoice for order 68040 asap.,multiple_intents,,68040.0,,printer keeps going offline support and also ap needs invoice for order 68040 asap,82,14
"Subj: Case 0416 - Keyboard pricing qty 9, not urgent.",pricing,low,,keyboard,keyboard pricing qty 9 not urgent,33,6
"Subj: Case 0469 - For MN-7723, can you send price + avail qty 6? reply soon pls.",pricing_and_availability,medium,,,for mn 7723 can you send price avail qty 6 reply soon pls,57,13
"I want to become vendor: HarborTech, systems integrator, region: NA",vendor_registration,,,,i want to become vendor harbortech systems integrator region na,63,10
Where's order 70707? I emailed earlier — laptop still not delivered,delivery_issue,high,70707.0,laptop,where s order 70707 i emailed earlier laptop still not delivered,64,11
Super mad: tablet screen ghost touches non-stop.,complaints,,,tablet,super mad tablet screen ghost touches non stop,46,8
"Please refund order 66330, amount 199.99 — wrong configuration sent.",refund_request,,66330.0,,please refund order 66330 amount 199 99 wrong configuration sent,64,10
Any ETA on order 6409933 for the software license? Need keys by tomorrow.,order_status,,6409933.0,software license,any eta on order 6409933 for the software license need keys by tomorrow,71,13
"Subj: Case 0096 - Cable stock check: DP-2M-V2, qty 22 pls.",availability,,,cables,cable stock check dp 2m v2 qty 22 pls,37,9
"Subj: Case 0438 - Need stock + pricing for MN-UHD28 qty 4, by end of day.",pricing_and_availability,high,,,need stock pricing for mn uhd28 qty 4 by end of day,51,12
"Keyboard arrived with oil stains, gross. want refund",complaints,,,keyboard,keyboard arrived with oil stains gross want refund,50,8
"Order 782104 shows delivered but we didnt recieve it, and also please resend the invoice for it. Need both fixed asap.",multiple_intents,,782104.0,,order 782104 shows delivered but we didnt recieve it and also please resend the invoice for it need both fixed asap,115,21
"Complaint: laptop screen glue popping at edge after 3 days, want replacement",complaints,,,laptop,complaint laptop screen glue popping at edge after 3 days want replacement,74,12
"Subj: Case 0541 - Need sales rep for California, we have 60 employees, asap.",sales_reps,high,,,need sales rep for california we have 60 employees asap,55,10
"Subj: Case 0301 - Order 64035: pls remove Saturday delivery, weekday only, not urgent.",order_modification_request,low,64035.0,,order 64035 pls remove saturday delivery weekday only not urgent,64,10
Order 44444 status? It said dispatched but tracking shows stuck in transit for days.,order_status,,44444.0,,order 44444 status it said dispatched but tracking shows stuck in transit for days,82,14
"Subj: Case 0563 - Need sales rep for New Zealand, we’re 250 ppl, soon.",sales_reps,medium,,,need sales rep for new zealand we re 250 ppl soon,49,11
"Subj: Case 0379 - Need a price for 1 server rack, can you send quote when possible?",pricing,low,,server rack,need a price for 1 server rack can you send quote when possible,63,13
"Sales rep needed in West Coast USA, 150 staff.",sales_reps,medium,,,sales rep needed in west coast usa 150 staff,44,9
"Hey, order #7741052 (monitor) is still stuck on 'label created' since Monday... any update? Kinda urgent.",delivery_issue,medium,7741052.0,monitor,hey order 7741052 monitor is still stuck on label created since monday any update kinda urgent,94,16
"Subj: Case 0260 - Invoices for Sep 2026 period, can you send them? thx.",invoice_request,low,,,invoices for sep 2026 period can you send them thx,50,10
User guide for tablet TB-77 latest version please,product_docs,,,tablet,user guide for tablet tb 77 latest version please,49,9
Subj: Case 0244 - Invoice for order 63021 pls; our AP system needs vendor invoice number.,invoice_request,medium,63021.0,,invoice for order 63021 pls our ap system needs vendor invoice number,69,12
Subj: Case 0908 - Need invoice for order 68044 and also we want to dispute the late fee/AR notice.,multiple_intents,,68044.0,,need invoice for order 68044 and also we want to dispute the late fee ar notice,79,16
Availability and pricing: SKU LK-21 for laptop docks qty 12,pricing_and_availability,medium,,,availability and pricing sku lk 21 for laptop docks qty 12,58,11
"Subj: Case 0756 - Monitor has weird lines/artifacts, started after connecting new HDMI cable.",technical_support,medium,,monitor,monitor has weird lines artifacts started after connecting new hdmi cable,73,11
"Sales rep for UK pls, we're 150 people and want to discuss custom contracts.",sales_reps,medium,,,sales rep for uk pls we re 150 people and want to discuss custom contracts,74,15
Random question: when's your company picnic? LOL,out_of_scope,,,,random question when s your company picnic lol,46,8
"Subj: Case 0414 - Cable pricing qty 75, pls send quote when you can.",pricing,low,,cables,cable pricing qty 75 pls send quote when you can,48,10
"Subj: Case 0150 - Server rack came w/ sharp edges, unsafe for install crew.",complaints,,,server rack,server rack came w sharp edges unsafe for install crew,54,10
Subj: Case 0827 - Can you confirm if you’re open on national holidays? thanks.,out_of_scope,,,,can you confirm if you re open on national holidays thanks,58,11
Subj: Case 0097 - Do you have server rack SR-27U-GLASS available? need 1.,availability,,,server rack,do you have server rack sr 27u glass available need 1,53,11
"So upset—monitor colors are way off, even after calibration. Not acceptable.",complaints,,,monitor,so upset monitor colors are way off even after calibration not acceptable,73,12
"Hi team, order 583921 still not here and tracking has been stuck on ""label created"" for 3 days. It's a router for our office, pls check ASAP.",delivery_issue,high,583921.0,router,hi team order 583921 still not here and tracking has been stuck on label created for 3 days it s a router for our office pls check asap,135,28
Any update on order 604118? placed 2 weeks ago and still shows processing. what’s going on,order_status,,604118.0,,any update on order 604118 placed 2 weeks ago and still shows processing what s going on,88,17
"Pls change delivery date for 33999 to next Friday, address same. Thx!",order_modification_request,medium,33999.0,,pls change delivery date for 33999 to next friday address same thx,66,12
"Subj: Case 0664 - Please start return for tablet order 66026, reason: touchscreen lag.",return_request,,66026.0,tablet,please start return for tablet order 66026 reason touchscreen lag,65,10
"Subj: Case 0444 - Need pricing and availability for IJ-2001 printer sku, qty 5, urgent.",pricing_and_availability,high,,,need pricing and availability for ij 2001 printer sku qty 5 urgent,66,12
"Subj: Case 0140 - Cables packaging had no labels and half were the wrong length, messy.",complaints,,,cables,cables packaging had no labels and half were the wrong length messy,67,12
Out of scope: asking for legal advice about warranties,out_of_scope,,,,out of scope asking for legal advice about warranties,53,9
"Please provide invoices for Q4 2025, we are doing an audit. No rush but make sure it's complete.",invoice_request,low,,,please provide invoices for q4 2025 we are doing an audit no rush but make sure it s complete,93,19
Subj: Case 0533 - Who is the sales rep for West Coast US? we are mid-size (~300 ppl) and need to talk soon.,sales_reps,medium,,,who is the sales rep for west coast us we are mid size 300 ppl and need to talk soon,84,20
"Looking at SKU MON-4K27-A1, need 6 monitors. Are they in stock and what would it cost shipped to NY?",pricing_and_availability,medium,,,looking at sku mon 4k27 a1 need 6 monitors are they in stock and what would it cost shipped to ny,97,21
Subj: Case 0730 - Please issue refund for order 67039 amount 59.00 reason: keyboard arrived used.,refund_request,,67039.0,,please issue refund for order 67039 amount 59 00 reason keyboard arrived used,77,13
"Subj: Case 0114 - Server rack instructions are terrible and parts dont align, this is bad QC.",complaints,,,server rack,server rack instructions are terrible and parts dont align this is bad qc,73,13
"Subj: Case 0894 - Laptop wont boot (support) and this is for order 68032, might need return if cant fix.",multiple_intents,,68032.0,,laptop wont boot support and this is for order 68032 might need return if cant fix,82,16
"Subj: Case 0477 - MN-IPS24A monitor: quote + stock qty 14, no rush.",pricing_and_availability,low,,,mn ips24a monitor quote stock qty 14 no rush,44,9
Vendor registration: 'OfficeTech' reseller in EU pls,vendor_registration,,,,vendor registration officetech reseller in eu pls,49,7
Subj: Case 0384 - What’s your best price on 8 routers? pls reply soon.,pricing,medium,,router,what s your best price on 8 routers pls reply soon,50,11
What’s the price if we buy 60 keyboards? Need a quick quote pls.,pricing,high,,keyboard,what s the price if we buy 60 keyboards need a quick quote pls,62,14
Subj: Case 0921 - Requesting quote for 12 monitors and confirm availability of MN-IPS24 qty 14.,multiple_intents,,,,requesting quote for 12 monitors and confirm availability of mn ips24 qty 14,76,13
Subj: Case 0375 - Whats the unit price for router in qty 3? not urgent.,pricing,low,,router,whats the unit price for router in qty 3 not urgent,51,11
Refund pls. Order 690115 was canceled but my card still got charged 299.99. Why??,refund_request,,690115.0,,refund pls order 690115 was canceled but my card still got charged 299 99 why,77,15
"Need to return monitor 33455 due to dead pixels, order#33455",return_request,,33455.0,monitor,need to return monitor 33455 due to dead pixels order 33455,59,11
"Subj: Case 0650 - Return printer from order 66012, reason: arrived used/open box.",return_request,,66012.0,printer,return printer from order 66012 reason arrived used open box,60,10
Can you provide pricing for software license for 50 users? medium urgency,pricing,medium,,software license,can you provide pricing for software license for 50 users medium urgency,72,12
"This printer jams every other page, terrible quality. I want this fixed!",complaints,,,printer,this printer jams every other page terrible quality i want this fixed,69,12
"Price quote for laptop for 7 seats, urgent",pricing,high,,laptop,price quote for laptop for 7 seats urgent,41,8
Subj: Case 0891 - Need to add 5 cables to order 68030 and also check the current ship status.,multiple_intents,,68030.0,,need to add 5 cables to order 68030 and also check the current ship status,74,15
"Subj: Case 0169 - Payment was applied to wrong account, order 62008 still shows $120.00 due.",credit_and_collections,,62008.0,,payment was applied to wrong account order 62008 still shows 120 00 due,71,13
Need to cancel order 409771 AND want a refund if it already charged. Pls handle quick.,multiple_intents,,409771.0,,need to cancel order 409771 and want a refund if it already charged pls handle quick,84,16
"Subj: Case 0202 - Our order 62041 balance is wrong, you show $870.00 but we returned items.",credit_and_collections,,62041.0,,our order 62041 balance is wrong you show 870 00 but we returned items,70,14
"Subj: Case 0770 - Laptop touchpad gestures stopped working after update, need fix.",technical_support,medium,,laptop,laptop touchpad gestures stopped working after update need fix,62,9
Subj: Case 0801 - Can you remove my email from marketing lists? i keep getting promos.,out_of_scope,,,,can you remove my email from marketing lists i keep getting promos,66,12
Could you send invoice for order 55555 covering March 2026? Need asap.,invoice_request,high,55555.0,,could you send invoice for order 55555 covering march 2026 need asap,68,12
"Return request: server rack from 80808, reason: damaged in transit",return_request,,80808.0,server rack,return request server rack from 80808 reason damaged in transit,63,10
"Need price for software license for 25 users. Budget review soon, pls provide quote.",pricing,medium,,software license,need price for software license for 25 users budget review soon pls provide quote,81,14
Subj: Case 0062 - Do you still carry TB-A19 tablet? need 4 for our field team.,availability,,,tablet,do you still carry tb a19 tablet need 4 for our field team,58,13
Just wanted to say your support agent Mike was awesome yesterday. Please pass it along!,out_of_scope,,,,just wanted to say your support agent mike was awesome yesterday please pass it along,85,15
What's your price for 20 printers? Need quote today.,pricing,high,,printer,what s your price for 20 printers need quote today,50,10
"Order 55701 status? It was due last week, please tell delivery ETA.",order_status,,55701.0,,order 55701 status it was due last week please tell delivery eta,64,12
Please reverse a $299 charge on order 50550. This was incorrect,credit_and_collections,,50550.0,,please reverse a 299 charge on order 50550 this was incorrect,61,11
"My new server rack keeps beeping and wont mount drives, firmware error? Need tech help asap.",technical_support,high,,server rack,my new server rack keeps beeping and wont mount drives firmware error need tech help asap,89,16
"Subj: Case 0689 - Return server rack order 66051, reason: missing hardware/bolts.",return_request,,66051.0,server rack,return server rack order 66051 reason missing hardware bolts,60,9
"How do we become an approved vendor? Company: Red Maple Supplies, business: distributor, region Canada.",vendor_registration,,,,how do we become an approved vendor company red maple supplies business distributor region canada,97,15
Invoice for 33221 missing for Apr 2026. need it asap,invoice_request,high,33221.0,,invoice for 33221 missing for apr 2026 need it asap,51,10
"Vendor registration: ByteLine, OEM, region: Mexico. How do we start onboarding?",vendor_registration,,,,vendor registration byteline oem region mexico how do we start onboarding,73,11
Status on order 99001 for monitor? Placed two weeks ago,order_status,,99001.0,monitor,status on order 99001 for monitor placed two weeks ago,54,10
"Subj: Case 0495 - Need service manual for printer, version 1.0 if you have it.",product_docs,,,printer,need service manual for printer version 1 0 if you have it,58,12
"Subj: Case 0633 - Vendor reg: EastWind Displays, business type manufacturer, region South Korea.",vendor_registration,,,,vendor reg eastwind displays business type manufacturer region south korea,74,10
"Subj: Case 0427 - Need price + availability for sku AB-2235, qty 5, asap pls.",pricing_and_availability,high,,,need price availability for sku ab 2235 qty 5 asap pls,54,11
"Subj: Case 0623 - Please onboard as vendor: ZebraRack Rentals, business type rental company, region US.",vendor_registration,,,,please onboard as vendor zebrarack rentals business type rental company region us,81,12
"Software license activation screen just spins forever, no code accepted. pls assist",technical_support,medium,,software license,software license activation screen just spins forever no code accepted pls assist,81,12
"Vendor registration request: AeroLeaf Ltd, cloud services, ANZ.",vendor_registration,,,,vendor registration request aeroleaf ltd cloud services anz,59,8
"Subj: Case 0619 - Please register vendor: GraniteCable Imports, business type importer, region US.",vendor_registration,,,,please register vendor granitecable imports business type importer region us,76,10
"Price and stock check for SKU PR-7712, qty 10 by next Tuesday.",pricing_and_availability,medium,,,price and stock check for sku pr 7712 qty 10 by next tuesday,60,13
"Server rack order 78787 delayed due to customs, what's ETA? medium",delivery_issue,medium,78787.0,server rack,server rack order 78787 delayed due to customs what s eta medium,64,12
Ugh the monitor arrived cracked!!! Product: monitor. Totally useless. This is unacceptable!!,complaints,,,monitor,ugh the monitor arrived cracked product monitor totally useless this is unacceptable,84,12
"KBD-88 keyboards availability for 60 units, high",pricing_and_availability,high,,,kbd 88 keyboards availability for 60 units high,47,8
"Subj: Case 0507 - Need monitor warranty statement, pls send.",product_docs,,,monitor,need monitor warranty statement pls send,40,6
"Pricing & availability for SKU SV-001 qty 1000 — bulk distro, lead times important.",pricing_and_availability,low,,,pricing availability for sku sv 001 qty 1000 bulk distro lead times important,77,13
"Subj: Case 0524 - Need server rack load rating doc, latest version pls.",product_docs,,,server rack,need server rack load rating doc latest version pls,51,9
"Subj: Case 0693 - Please refund order 67002, amount $89.99, reason: router returned already.",refund_request,,67002.0,,please refund order 67002 amount 89 99 reason router returned already,69,11
Is the laptop model LX-5 available? Need 4 units.,availability,,,laptop,is the laptop model lx 5 available need 4 units,47,10
How much for 2 routers? low urgency,pricing,low,,router,how much for 2 routers low urgency,34,7
"Subj: Case 0030 - Router order 51030 delivered, but it's the wrong model/color, pls swap.",delivery_issue,medium,51030.0,router,router order 51030 delivered but it s the wrong model color pls swap,68,13
"Subj: Case 0067 - Need to know if router RT-AC77 is in stock, qty 5.",availability,,,router,need to know if router rt ac77 is in stock qty 5,48,12
Are there 4K monitors in stock SKU 4K-77? Need two for design team.,availability,,,monitor,are there 4k monitors in stock sku 4k 77 need two for design team,65,14
"The router keeps dropping and rebooting, and we’re still waiting on delivery for order 930055. can someone help??",multiple_intents,,930055.0,,the router keeps dropping and rebooting and we re still waiting on delivery for order 930055 can someone help,109,19
"Subj: Case 0219 - Hi, can you re-send the invoice for order 63004 (printer purchase), thanks.",invoice_request,medium,63004.0,,hi can you re send the invoice for order 63004 printer purchase thanks,70,13
Subj: Case 0995 - Price+availability for MN-4K33 qty 2 and also send monitor calibration guide.,multiple_intents,,,,price availability for mn 4k33 qty 2 and also send monitor calibration guide,76,13
"Subj: Case 0696 - Requesting refund order 67005 for 35.00, reason: cables wrong length.",refund_request,,67005.0,,requesting refund order 67005 for 35 00 reason cables wrong length,66,11
"hey, my printer didnt arrive w/ the order 21467. says delivery attempted but nobody rang. pls sort",delivery_issue,medium,21467.0,printer,hey my printer didnt arrive w the order 21467 says delivery attempted but nobody rang pls sort,94,17
"Order 88888 shows credit hold, amount $0? pls review",credit_and_collections,,88888.0,,order 88888 shows credit hold amount 0 pls review,49,9
"Need invoice for order 12100 for Jan-Feb 2026 combined, urgent for tax reporting.",invoice_request,high,12100.0,,need invoice for order 12100 for jan feb 2026 combined urgent for tax reporting,79,14
"Subj: Case 0415 - Server rack price for qty 3, need it today.",pricing,high,,server rack,server rack price for qty 3 need it today,41,9
SR-1 server rack in stock for 1 urgent,availability,,,server rack,sr 1 server rack in stock for 1 urgent,38,9
"Subj: Case 0641 - Need RMA/return for printer order 66003, reason: keeps jamming.",return_request,,66003.0,printer,need rma return for printer order 66003 reason keeps jamming,60,10
Return request for cables in order 7340019—wrong length sent.,return_request,,7340019.0,cables,return request for cables in order 7340019 wrong length sent,60,10
"Router keeps rebooting randomly, pls help asap.",technical_support,high,,router,router keeps rebooting randomly pls help asap,45,7
Why am i being charged a late fee? It says 75.00 added and we never agreed to that. Order 612099,credit_and_collections,,612099.0,,why am i being charged a late fee it says 75 00 added and we never agreed to that order 612099,94,21
"We want to vendor with you — company: RackStars, type: OEM, region: MEA",vendor_registration,,,,we want to vendor with you company rackstars type oem region mea,64,12
"Subj: Case 0638 - Please register us as vendor: Stellar Rack Parts, business type distributor, region UAE.",vendor_registration,,,,please register us as vendor stellar rack parts business type distributor region uae,84,13
"Subj: Case 0119 - Router wifi drops every hour, we regret buying this.",complaints,,,router,router wifi drops every hour we regret buying this,50,9
Laptop screen broken (complaint) and want return for order 99123,multiple_intents,,99123.0,,laptop screen broken complaint and want return for order 99123,62,10
"Vendor registration request: PixelWorks, retailer, region: US. How to apply?",vendor_registration,,,,vendor registration request pixelworks retailer region us how to apply,70,10
"Recieved wrong SKU AB-777, expected AB-778. return needed",return_request,,,,recieved wrong sku ab 777 expected ab 778 return needed,55,10
ETA for order 5982103 of server rack? Need by month-end.,order_status,,5982103.0,server rack,eta for order 5982103 of server rack need by month end,54,11
Can you resend invoice for order 615839? I think it got stuck in spam and AP is asking again.,invoice_request,medium,615839.0,,can you resend invoice for order 615839 i think it got stuck in spam and ap is asking again,91,19
Subj: Case 0738 - Refund request order 67047 amount 78.99 reason: billing error on statement.,refund_request,,67047.0,,refund request order 67047 amount 78 99 reason billing error on statement,73,12
"We were charged interest fees on order 98989, this shouldn't happen — pls refund.",credit_and_collections,,98989.0,,we were charged interest fees on order 98989 this shouldn t happen pls refund,77,14
"Subj: Case 0874 - Need to cancel order 68018 and also request refund amount 999.95, pls asap.",multiple_intents,,68018.0,,need to cancel order 68018 and also request refund amount 999 95 pls asap,73,14
I need rep in APAC and want to place an order for 50 cables,multiple_intents,,,,i need rep in apac and want to place an order for 50 cables,59,14
Refund not processed for return of order 78700 amount 349.5,credit_and_collections,,78700.0,,refund not processed for return of order 78700 amount 349 5,59,11
Server rack arrived dented and unusable. really upset,complaints,,,server rack,server rack arrived dented and unusable really upset,52,8
Charged twice for order 77890. Need refund for the duplicate charge: $1299,credit_and_collections,,77890.0,,charged twice for order 77890 need refund for the duplicate charge 1299,71,12
Need invoice for 90909 and status update for same 90909,multiple_intents,,90909.0,,need invoice for 90909 and status update for same 90909,55,10
Need documentation for router and tech support for same device,multiple_intents,,,,need documentation for router and tech support for same device,62,10
We paid invoice late for 12112 add late fee $10,credit_and_collections,,12112.0,,we paid invoice late for 12112 add late fee 10,46,10
"Returned cables under order 90909, request refund of 12.00",refund_request,,90909.0,,returned cables under order 90909 request refund of 12 00,57,10
"Your statement shows an overdue balance of $1,260.50 but that doesnt match our records. Please review and correct.",credit_and_collections,,,,your statement shows an overdue balance of 1 260 50 but that doesnt match our records please review and correct,111,20
Subj: Case 0905 - Return request for order 68041 monitor due to dead pixels and pls refund 179.50.,multiple_intents,,68041.0,,return request for order 68041 monitor due to dead pixels and pls refund 179 50,79,15
"Subj: Case 0392 - Need laptop pricing for qty 15, pls respond asap.",pricing,high,,laptop,need laptop pricing for qty 15 pls respond asap,47,9
"Subj: Case 0687 - Return monitor order 66049, reason: stand wobbles a lot.",return_request,,66049.0,monitor,return monitor order 66049 reason stand wobbles a lot,53,9
"Want to become a vendor — company: TechParts, biz type: manufacturer, region: EU",vendor_registration,,,,want to become a vendor company techparts biz type manufacturer region eu,73,12
Who is the sales rep for Pacific Northwest? We're about 200 employees and want to talk pricing soon.,sales_reps,medium,,,who is the sales rep for pacific northwest we re about 200 employees and want to talk pricing soon,98,19
Can you donate a router to our charity event? :),out_of_scope,,,,can you donate a router to our charity event,44,9
User manual for server rack SR-500 latest please,product_docs,,,server rack,user manual for server rack sr 500 latest please,48,9
"Subj: Case 0320 - Order 64054: correct the VAT/tax ID on file before invoicing, asap pls.",order_modification_request,high,64054.0,,order 64054 correct the vat tax id on file before invoicing asap pls,68,13
"Please provide invoices for Feb 2026, we need the full period PDF. Not tied to a single order.",invoice_request,medium,,,please provide invoices for feb 2026 we need the full period pdf not tied to a single order,91,18
Is SKU PR-1100 (laser printer) in stock? We need 2 asap.,availability,,,printer,is sku pr 1100 laser printer in stock we need 2 asap,52,12
Need assembly instructions for keyboard KB-9 version 1.2,product_docs,,,keyboard,need assembly instructions for keyboard kb 9 version 1 2,56,10
"Subj: Case 0539 - Need a sales rep contact for UK, small biz (25 ppl), not urgent.",sales_reps,low,,,need a sales rep contact for uk small biz 25 ppl not urgent,59,13
"Complaint: printer ink colors all wrong after first print, want replacement",complaints,,,printer,complaint printer ink colors all wrong after first print want replacement,73,11
"Subj: Case 0358 - Router order 65038: status pls, ordered 24 hours ago.",order_status,,65038.0,router,router order 65038 status pls ordered 24 hours ago,50,9
"Subj: Case 0098 - Keyboard sku KB-WL-7, qty 16, is it available?",availability,,,keyboard,keyboard sku kb wl 7 qty 16 is it available,43,10
Request: vendor registration for MegaCo and pricing quote for server racks,multiple_intents,,,,request vendor registration for megaco and pricing quote for server racks,73,11
"Subj: Case 0636 - Vendor registration: Redwood Office Tech, business type retailer, region US.",vendor_registration,,,,vendor registration redwood office tech business type retailer region us,72,10
"Laptop won't boot, just black screen and fans spin. Any troubleshooting steps?",technical_support,high,,laptop,laptop won t boot just black screen and fans spin any troubleshooting steps,75,13
"Subj: Case 0454 - Need availability + pricing for DP-3M-V2 qty 22, pls reply today.",pricing_and_availability,high,,,need availability pricing for dp 3m v2 qty 22 pls reply today,61,12
Where's my order 21200 with keyboards? marked delivered but neighbors have it? pls check,delivery_issue,high,21200.0,keyboard,where s my order 21200 with keyboards marked delivered but neighbors have it pls check,86,15
I put the wrong model in the cart—can you swap the router on order 205981 to the newer version?,order_modification_request,medium,205981.0,,i put the wrong model in the cart can you swap the router on order 205981 to the newer version,94,20
"Keyboard not being detected on one of our laptops, works on other machine. Is there a firmware reset or something?",technical_support,low,,keyboard,keyboard not being detected on one of our laptops works on other machine is there a firmware reset or something,111,20
"Thanks for quick delivery, super happy!!",out_of_scope,,,,thanks for quick delivery super happy,37,6
"Subj: Case 0113 - The cables you sent are mislabeled and dont fit, wasted our time.",complaints,,,cables,the cables you sent are mislabeled and dont fit wasted our time,63,12
Subj: Case 0363 - Keyboard order 65043: can you share ETA? ordered 11 days ago.,order_status,,65043.0,keyboard,keyboard order 65043 can you share eta ordered 11 days ago,58,11
"Subj: Case 0237 - invoice request for order 63016, just email PDF, thx.",invoice_request,low,63016.0,,invoice request for order 63016 just email pdf thx,50,9
"Complaint: laptop battery overheats and smells. Very dangerous, pls respond",complaints,,,laptop,complaint laptop battery overheats and smells very dangerous pls respond,72,10
